"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Kiribati","KIR","Population (Total)","SP.POP.TOTL","33873","34800","35766","36789","37881","39055","40296","41552","42756","43860","44843","45731","46573","47446","48404","49466","50617","51853","53154","54510","55908","57352","58860","60455","62145","63950","65841","67729","69490","71040","72343","73434","74395","75346","76378","77511","78725","80018","81377","82788","84261","85799","87371","88936","90468","91953","93401","94832","96272","97743","99250","100786","",
"St. Kitts and Nevis","KNA","Population (Total)","SP.POP.TOTL","51195","50966","50533","49934","49211","48355","47383","46399","45534","44882","44490","44328","44314","44327","44278","44142","43946","43704","43450","43205","42978","42761","42539","42294","42017","41697","41353","41045","40854","40833","41009","41360","41836","42363","42888","43391","43885","44391","44938","45544","46214","46934","47679","48421","49139","49823","50478","51110","51731","52352","52971","53584","",
"Korea, Rep.","KOR","Population (Total)","SP.POP.TOTL","25725456","26437008","27140032","27836904","28530000","29217736","29898528","30574752","31248784","31923000","32595816","33265648","33934872","34605864","35281000","35849000","36412000","36969000","37534000","38124000","38723000","39326000","39910000","40406000","40806000","41184000","41575000","41975000","42380000","42869000","43268000","43663000","44056000","44453000","45093000","45525000","45954000","46287000","46617000","47008000","47357000","47622000","47859000","48039000","48138000","48372000","48598000","48949000","49182000","49410000","49779000","50004000","",
"Kosovo","KSV","Population (Total)","SP.POP.TOTL","966000","994000","1022000","1050000","1078000","1106000","1135000","1163000","1191000","1219000","1247000","1278000","1308000","1339000","1369000","1400000","1430000","1460000","1491000","1521000","1552000","1582000","1614000","1647000","1682000","1717000","1753000","1791000","1827000","1862000","1898000","1932000","1965000","1997000","2029000","2059000","2086000","1966000","1762000","1700000","1701154","1702310","1703466","1704622","1705780","1719536","1733404","1747383","1761474","1775680","1790957","1806366","",
"Kuwait","KWT","Population (Total)","SP.POP.TOTL","294670","335186","381688","431404","482247","533633","585968","639328","694069","750423","808277","867326","927403","988328","1049988","1112107","1174713","1238353","1303795","1371494","1439561","1507059","1576266","1650388","1730441","1821560","1919980","2007415","2059222","2059774","1999651","","","","1586123","1585244","1635999","1722208","1818405","1906231","1980604","2048232","2116353","2196466","2296314","2417445","2554920","2702221","2850102","2991580","3124705","3250496","",
"Latin America & Caribbean (developing only)","LAC","Population (Total)","SP.POP.TOTL","211668492.2","217790927.2","224070313.2","230447930.2","236881694","243355414.8","249879289.2","256474279.6","263174537","270003983","276961782.96","284036786.4","291225712.84","298522361.48","305919530","313418026.84","321009230.04","328670116.04","336371786.64","344092052","351813212","359545356","367292470","375067170","382874506","390714172","398573318","406447119","414349572","422257077","430165057.987659","438067398.608486","445961840.645672","453847509.054656","461719271","469585616.425127","477415807.675076","485176821.051158","492817134.364077","500304987.551377","507633464.619063","514807567.224446","521831965","528729090","535509502","542166139","548706953","555181163","561653176","568168487","574751070","581383555","",
"Lao PDR","LAO","Population (Total)","SP.POP.TOTL","2169035","2219669","2271735","2325343","2380603","2436999","2494491","2554162","2617482","2685174","2758694","2836932","2915019","2986320","3046549","3093537","3130003","3162568","3200598","3250924","3315725","3393250","3481583","3577281","3677692","3782195","3891340","4004881","4122737","4244520","4369940","4497827","4625861","4751142","4871472","4986592","5096724","5200898","5298146","5388281","5470169","5545245","5619069","5699112","5790646","5895930","6013278","6139127","6267968","6395713","6521314","6645827","",
"Lebanon","LBN","Population (Total)","SP.POP.TOTL","1864605","1925276","1984982","2041212","2092354","2136640","2174850","2210965","2250609","2297403","2353569","2416743","2480426","2535503","2575693","2598362","2606224","2604875","2602573","2605294","2615753","2632281","2651295","2667229","2676593","2677290","2672182","2668593","2676615","2703019","2752473","2821868","2900862","2974647","3033406","3070984","3092718","3114014","3156706","3235380","3357600","3515604","3690110","3853582","3986865","4079823","4139813","4186088","4246924","4341092","4382790","4424888","",
"Liberia","LBR","Population (Total)","SP.POP.TOTL","1144896","1170267","1196588","1224094","1252968","1283304","1315119","1348448","1383305","1419728","1457714","1497356","1538882","1582584","1628656","1676016","1724313","1775200","1830963","1892529","1961795","2036325","2107523","2163835","2197442","2206867","2196204","2170426","2137018","2102877","2066060","2028672","2006349","2019148","2079921","2197801","2365290","2558085","2741755","2891968","2998770","3070673","3124222","3184643","3269786","3384791","3522294","3672714","3821440","3957990","4079697","4190435","",
"Libya","LBY","Population (Total)","SP.POP.TOTL","1478580","1532042","1588755","1648635","1711637","1777725","1846963","1919537","1995704","2075651","2159518","2247280","2338769","2433719","2531982","2632823","2736280","2843816","2957454","3078255","3207065","3342302","3479637","3613208","3738814","3854631","3961787","4062672","4161093","4259811","4359515","4459214","4558021","4654483","4747619","4837354","4924347","5009240","5092939","5176185","5258677","5340389","5422612","5507000","5594450","5686475","5782108","5876805","5964325","6040612","6103233","6154623","",
"St. Lucia","LCA","Population (Total)","SP.POP.TOTL","90913","92086","93397","94813","96303","97877","99526","101181","102747","104162","105389","106458","107461","108534","109770","111211","112826","114551","116292","117984","119593","121150","122738","124468","126416","128620","131032","133532","135954","138180","140159","141934","143592","145262","147040","148962","150994","153066","155073","156949","158650","160217","161766","163460","165407","167658","170149","172734","175200","177397","179271","180870","",
"Latin America & Caribbean (all income levels)","LCN","Population (Total)","SP.POP.TOTL","225912228.8","232344869.8","238937480.8","245619557.8","252341346","259086616","265863836.8","272700419.6","279641263.4","286717397","293930082.36","301262399.4","308713618.44","316266256.68","323909633","331645765.24","339463944.64","347356183.84","355290495.64","363252794","371225443","379221298.8","387238363.6","395289977.4","403372351","411489030.6","419627459.6","427784355.6","435978488.6","444190971","452409850.987659","460630266.608486","468852273.645672","477061964.054656","485244174","493412634.425127","501523718.675076","509715182.051158","517592150.364077","525299777.551377","532839629.619063","540219423.224447","547443752","554536593","561507334","568343787","575057427","581702935","588343365","595027246","601775370","608565574","",
"Least developed countries: UN classification","LDC","Population (Total)","SP.POP.TOTL","246959735","252836938","258942779","265327602","272019846","279051931","286394182","293938448","301536255","309087953","316551725","323979010","331478735","339208548","347285944","355752902","364587436","373766627","383244116","392989863","403013988","413347400","424005277","435006634","446371300","458079337","470141442","482641863","495691030","509353982","523678760","538604623","553953822","569480858","585009814","600468596","615907416","631422610","647167191","663251471","679712597","696511302","713592988","730873271","748286883","765845528","783578339","801579907","819979819","838869890","858284551","878193577","",
"Low income","LIC","Population (Total)","SP.POP.TOTL","245425279","251337780","257461854","263880643","270641681","277787456","285271416","292978528","300741514","308442893","316049912","323616623","331227545","339019199","347085065","355457273","364120900","373068617","382282679","391750627","401480963","411501063","421841068","432531641","443597085","455043449","466865156","479070296","491693935","504717523","518147223","531946077","545997011","560231622","574614992","589085873","603637846","618310354","633157255","648209780","663494730","679009067","694724515","710589277","726564207","742623891","758810641","775263998","792177653","809661854","827770750","846454901","",
"Liechtenstein","LIE","Population (Total)","SP.POP.TOTL","16894","17298","17722","18170","18647","19156","19691","20235","20765","21266","21726","22153","22562","22984","23435","23926","24444","24963","25447","25869","26221","26514","26768","27009","27259","27523","27797","28089","28404","28745","29114","29512","29934","30373","30824","31287","31758","32227","32676","33093","33475","33821","34141","34445","34740","35028","35308","35582","35851","36120","36388","36656","",
"Sri Lanka","LKA","Population (Total)","SP.POP.TOTL","10168000","10443000","10582000","10903000","11164000","11439000","11703000","11992000","12252000","12514000","12690000","12861000","13091000","13284000","13496000","13717000","13942000","14190000","14472000","14747000","14847000","15196000","15417000","15603000","15842000","16127000","16373000","16599000","16825000","17015000","17267000","17426000","17646000","17891000","18136000","18336000","18568000","18784000","19056000","19102000","18797000","18921000","19173000","19435000","19644000","19858000","20039000","20217000","20450000","20653000","20869000","20328000","",
"Lower middle income","LMC","Population (Total)","SP.POP.TOTL","884640791.2","904364199.2","924556654.2","945513833.2","966984717","989037989.2","1011668294.2","1034947673.2","1058876391.2","1083372220","1108651851.2","1134804582.2","1161615015.2","1189192642.2","1217613735","1246875350.2","1276940957.2","1307780964.2","1339358399.2","1371567175","1404141717.49274","1437411668.34049","1471122166.82692","1505377128.43183","1540251243","1575813905","1611837116","1648156759","1684600659","1722567549","1758706433.73865","1794806505.73336","1830814440.70118","1866421381.2931","1901808599.60567","1937197503.98098","1972660732.01946","2007914526.13007","2042983812.99152","2077886900.64252","2112404389.57791","2147265502","2182375527","2217678004","2253119432","2288761059","2324562066","2360595736","2396918516","2433689059","2470720434","2507011903","",
"Low & middle income","LMY","Population (Total)","SP.POP.TOTL","2196632103.16","2238171207.84","2291705742.52","2345895898","2401818994","2462254871.92","2522770416.72","2585052540.72","2649729711.72","2715929609","2783537655.66996","2850319539.91772","2916985063.23772","2983323494.42996","3048648132","3113497744.17464","3178046263.17081","3243755469.12173","3310789124.04138","3378434825.24721","3447432645.01577","3519664718.39602","3592749473.27092","3665655762.15983","3740432442.96948","3817895225.41596","3897687668.61825","3978333451.82907","4058334048.9192","4139175212","4217365804.47634","4293788270.61591","4369501003.93048","4444819589.81225","4519812322.58538","4594918819.82185","4670248941.52482","4744948358.08353","4818681506.74379","4891495477.19389","4962616551.19697","5033165737.22445","5103695919","5174096044","5244531435","5314704627","5384527837","5454800338","5525998950","5598138472","5671062906","5744261289.52241","",
"Lesotho","LSO","Population (Total)","SP.POP.TOTL","866253","881910","898342","915473","933251","951736","970972","990869","1011308","1032240","1053524","1075281","1098033","1122484","1149090","1177975","1208836","1241159","1274216","1307403","1340694","1374044","1406818","1438248","1467856","1495101","1520244","1544580","1569936","1597534","1627900","1660360","1693459","1725118","1753824","1779197","1801679","1821609","1839611","1856225","1871500","1885487","1898757","1912022","1925844","1940413","1955784","1972199","1989873","2008921","2029516","2051545","",
"Lithuania","LTU","Population (Total)","SP.POP.TOTL","2823550","2863350","2898950","2935200","2971450","3008050","3044400","3078850","3107321","3139689","3179041","3213622","3244438","3273894","3301652","3328664","3355036","3379514","3397842","3413202","3432947","3457179","3485192","3514205","3544543","3578914","3616367","3655049","3684255","3697838","3704134","3700114","3682613","3657144","3629102","3601613","3575137","3549331","3524238","3499536","3481292","3469070","3454205","3435591","3414304","3394082","3375618","3358115","3339456","3286820","3030173","2985509","",
"Luxembourg","LUX","Population (Total)","SP.POP.TOTL","316845","320750","324100","327750","331500","333895","334995","335850","337500","339171","342421","346600","350450","355050","358950","360731","361358","362007","362856","364150","365225","365525","365622","365998","366706","368355","370750","373450","377100","381850","387000","392175","397475","402925","408625","414225","419450","424700","430475","436300","441525","446175","451630","458095","465158","472637","479993","488650","497783","506953","518347","531441","",
"Latvia","LVA","Population (Total)","SP.POP.TOTL","2152681","2181586","2210919","2240623","2265919","2283217","2301220","2323619","2343173","2359164","2376389","2395674","2415819","2437186","2456130","2470989","2485073","2497921","2505953","2511701","2519421","2531080","2546011","2562047","2578873","2599892","2626583","2653434","2666955","2663151","2650581","2614338","2563290","2520742","2485056","2457222","2432851","2410019","2390482","2372985","2355011","2338624","2325342","2312819","2300512","2287948","2276100","2266094","2254834","2239008","2058184","2025473","",
"Macao SAR, China","MAC","Population (Total)","SP.POP.TOTL","175135","181025","188703","197523","206910","216873","227258","237129","245310","250997","253881","254282","252845","250550","248213","245915","243729","242458","243073","246236","252258","260921","271674","283672","296222","309226","322655","335952","348467","359735","369484","377799","385041","391783","398459","405231","412031","418810","425448","431907","438080","444150","450711","458542","468149","479808","493206","507528","521617","534626","546278","556783","",
"St. Martin (French part)","MAF","Population (Total)","SP.POP.TOTL","4453","4566","4656","4748","4841","4936","5033","5161","5303","5450","5601","5756","5915","6078","6291","6530","6778","7035","7303","7580","7868","8670","10547","12790","15392","18337","21628","24873","27676","30036","31821","32892","33238","33098","32712","32102","31304","30358","29305","28384","27782","27450","27363","27514","27906","28414","28905","29376","29820","30235","30615","30959","",
"Morocco","MAR","Population (Total)","SP.POP.TOTL","12687467","13039318","13387425","13737160","14092269","14454566","14822362","15191876","15557664","15916387","16266807","16611970","16958091","17313732","17685326","18074081","18478909","18900970","19340967","19798703","20274839","20767511","21270638","21776104","22277541","22772287","23260094","23739980","24211718","24674974","25128064","25569662","26000345","26421309","26833093","27237150","27632321","28013585","28374203","28710123","29021156","29311443","29586937","29855820","30125445","30395097","30667086","30955151","31276564","31642360","32059424","32521143","",
"Monaco","MCO","Population (Total)","SP.POP.TOTL","22812","23042","23169","23237","23283","23304","23297","23296","23348","23484","23722","24052","24440","24835","25201","25521","25809","26086","26391","26746","27165","27629","28098","28514","28836","29048","29169","29238","29313","29438","29626","29864","30138","30423","30700","30971","31242","31517","31795","32081","32366","32653","32968","33346","33808","34369","35013","35686","36314","36845","37261","37579","",
"Moldova","MDA","Population (Total)","SP.POP.TOTL","2605000","2664000","2721000","2774000","2825000","2873000","2918000","2960000","3002000","3045000","3088000","3132000","3175000","3215000","3252000","3284000","3313000","3339000","3367000","3397000","3429000","3464000","3500000","3536000","3570000","3602000","3632000","3659000","3681000","3696000","3706000","3709000","3705000","3694000","3675099","3667748","3659655","3652771","3646999","3639588","3631460","3623059","3612869","3603934","3595182","3585520","3576904","3570107","3565603","3562062","3560801","3559541","",
"Madagascar","MDG","Population (Total)","SP.POP.TOTL","5223621","5352674","5486593","5625401","5769219","5918060","6072270","6232704","6400454","6576301","6760352","6952383","7152391","7360271","7575757","7799642","8031589","8268902","8507958","8746516","8983494","9220693","9462343","9714342","9981113","10264368","10563491","10877757","11205548","11545782","11898267","12263899","12643864","13039754","13452526","13882646","14329239","14790245","15262817","15744811","16235767","16736029","17245275","17763367","18290394","18826126","19371023","19926785","20495695","21079532","21678934","22293914","",
"Maldives","MDV","Population (Total)","SP.POP.TOTL","91319","93806","96358","98899","101381","103759","106072","108458","111106","114150","117664","121593","125780","129993","134077","137965","141736","145563","149699","154316","159459","165053","171015","177213","183538","189974","196513","203072","209545","215859","221963","227863","233611","239291","244965","250659","256347","261973","267456","272745","277825","282743","287594","292505","297576","302825","308239","313843","319660","325694","331964","338442","",
"Middle East & North Africa (all income levels)","MEA","Population (Total)","SP.POP.TOTL","109462414.4","112512855.8","115642560.2","118883257.6","122214724","125628760.8","129197995.2","132796294.6","136472921","140225036","144013562.397961","147862133.285716","151886361.285716","156067515.397961","160466693","165105493.199181","169986554.832646","175135997.353867","180604190.889378","186381943","192461081.937566","198826472.531463","205406793.988628","212051033.9404","218851981.969484","225709482.579447","232549274.363535","239291332.98112","245765907.4","254096959","260585026","264594683","270365050","276017382","283211762","288812679","294471698","300150805","305898816","311791217","317805287","323928401","330179555","336707719","343510998","350623034","357999993","365554013","373175377","380658269","388002104","395313211","",
"Mexico","MEX","Population (Total)","SP.POP.TOTL","39939271","41234350","42564038","43931398","45338827","46783542","48264496","49787609","51360846","52988138","54669034","56395803","58155590","59931341","61708369","63486196","65261295","67012869","68715443","70353013","71916281","73415735","74880326","76351106","77859344","79410218","80999175","82635332","84326921","86077004","87890094","89757916","91653826","93541577","95392647","97201533","98968558","100678867","102316781","103873607","105339877","106723661","108056312","109381550","110731826","112116694","113529819","114968039","116422752","117886404","119361233","120847477","",
"Marshall Islands","MHL","Population (Total)","SP.POP.TOTL","15052","15545","16111","16702","17283","17840","18388","18965","19622","20397","21310","22340","23440","24536","25580","26549","27470","28399","29416","30581","31895","33334","34895","36567","38334","40203","42148","44063","45813","47300","48481","49382","50052","50577","51020","51397","51697","51922","52076","52161","52184","52161","52115","52074","52058","52084","52150","52245","52341","52428","52495","52555","",
"Middle income","MIC","Population (Total)","SP.POP.TOTL","1951206824.16","1986833427.84","2034243888.52","2082015255","2131177313","2184467415.92","2237499000.72","2292074012.72","2348988197.72","2407486716","2467487743.66996","2526702916.91772","2585757518.23772","2644304295.42996","2701563067","2758040471.17464","2813925363.17081","2870686852.12173","2928506445.04138","2986684198.24721","3045951682.01577","3108163655.39602","3170908405.27092","3233124121.15983","3296835357.96948","3362851776.41596","3430822512.61825","3499263155.82907","3566640113.9192","3634457689","3699218581.47634","3761842193.61591","3823503992.93048","3884587967.81225","3945197330.58538","4005832946.82184","4066611095.52482","4126638004.08353","4185524251.74379","4243285697.19389","4299121821.19697","4354156670.22445","4408971404","4463506767","4517967228","4572080736","4625717196","4679536340","4733821297","4788476618","4843292156","4897806388.52241","",
"Macedonia, FYR","MKD","Population (Total)","SP.POP.TOTL","1491446","1512404","1533999","1556150","1578730","1601987","1625829","1649396","1671533","1691507","1708662","1723445","1737547","1753342","1772405","1795556","1821920","1849320","1874648","1895727","1911496","1922729","1931280","1939913","1950487","1964188","1980064","1995338","2006063","2009710","2004813","1993080","1978999","1968851","1967013","1975207","1991687","2013117","2034487","2052129","2065098","2074441","2080866","2085728","2090044","2093801","2096620","2098769","2100558","2102216","2103890","2105575","",
"Mali","MLI","Population (Total)","SP.POP.TOTL","5151827","5205248","5259686","5315835","5374327","5435158","5498558","5565670","5637927","5716294","5801472","5893113","5989840","6089644","6191134","6293218","6396391","6502693","6615058","6735247","6865516","7004456","7145879","7281246","7405201","7514770","7613990","7713098","7826368","7964066","8130473","8322743","8535338","8759442","8988853","9222157","9462256","9712365","9977308","10260577","10562768","10882662","11219737","11572936","11941258","12325545","12725629","13138299","13559296","13985961","14416737","14853572","",
"Malta","MLT","Population (Total)","SP.POP.TOTL","325250","323900","322550","321250","318800","315200","311550","307900","304300","302650","302700","302450","302200","301996","304222","305774","306970","310182","313342","316645","318982","325898","330524","330593","336452","342121","344485","347325","350722","354170","357727","361260","364704","367941","370433","372687","375236","377516","379360","381363","393028","395969","398582","401268","403837","406408","409050","411950","413991","415995","416676","418366","",
"Myanmar","MMR","Population (Total)","SP.POP.TOTL","21961594","22446690","22947286","23471163","24023640","24606874","25218411","25853304","26504295","27166045","27836624","28517301","29209751","29916891","30640635","31379211","32130628","32896129","33677496","34474755","35288662","36114948","36942428","37756446","38546211","39307611","40042444","40753329","41445433","42123003","42782387","43422423","44052710","44686091","45329862","45991828","46664455","47321204","47925630","48453000","48894203","49261313","49577152","49875169","50181020","50500070","50828959","51174018","51540490","51931231","52350763","52797319","",
"Middle East & North Africa (developing only)","MNA","Population (Total)","SP.POP.TOTL","101572601.4","104298129.8","107106149.2","110004177.6","112995925","116087879.8","119274532.2","122529603.6","125817321","129117173","132412811.397961","135743402.285716","139153175.285716","142701288.397961","146433776","150355512.199181","154468243.832646","158799449.353867","163378221.889378","168219685","173328418.937566","178681081.531463","184228197.988628","189861771.9404","195642217.969484","201507644.579447","207378184.363535","213186116.98112","218778621.4","226227875","231750941","236855890","241788488","246667749","251577074","256575417","261650006","266704579","271676356","276589220","281419375","286194319","290931916","295798207","300818779","306024448","311388401","316897374","322492145","328123176","333779559","339560601","",
"Montenegro","MNE","Population (Total)","SP.POP.TOTL","485319","491111","496566","501813","506949","512020","517026","521962","526808","531555","536185","540724","545254","549882","554670","559690","564887","570038","574840","579088","582632","585565","588228","591105","594509","598606","603201","607814","611773","614601","616158","616630","616282","615521","614669","613774","612812","611947","611367","611196","611525","612325","613448","614670","615820","616854","617800","618649","619408","620078","620644","621081","",
"Mongolia","MNG","Population (Total)","SP.POP.TOTL","982174","1011322","1042377","1074511","1107119","1139955","1173180","1207102","1242208","1278820","1317044","1356666","1397302","1438421","1479648","1520864","1562211","1603907","1646290","1689621","1733477","1777724","1823211","1871083","1921881","1976309","2033347","2089721","2141016","2184159","2217937","2243525","2263224","2280519","2298063","2316598","2335723","2355618","2376197","2397473","2419669","2443231","2468595","2496248","2526502","2559496","2595068","2632834","2672223","2712738","2754209","2796484","",
"Northern Mariana Islands","MNP","Population (Total)","SP.POP.TOTL","10340","10541","10709","10901","11157","11489","11882","12318","12766","13203","13658","14142","14605","14978","15232","15316","15293","15390","15906","17048","18906","21393","24308","27363","30341","33173","35904","38570","41243","43972","46719","49429","52120","54817","57518","60248","62939","65374","67271","68434","68817","68499","67562","66143","64372","62235","59792","57345","55278","53860","53230","53305","",
"Mozambique","MOZ","Population (Total)","SP.POP.TOTL","7800474","7959881","8125367","8296721","8473847","8657157","8846984","9043116","9245227","9453375","9665673","9882718","10109853","10354300","10620260","10908161","11213159","11527369","11840048","12142014","12438624","12729259","12992559","13200833","13338850","13390888","13374618","13348965","13394656","13567959","13893546","14350459","14893218","15453464","15981571","16463426","16914628","17350739","17798102","18275618","18785719","19319894","19873460","20438827","21010376","21587317","22171404","22762525","23361025","23967265","24581367","25203395","",
"Mauritania","MRT","Population (Total)","SP.POP.TOTL","883366","909310","936144","963865","992474","1021972","1052360","1083646","1115834","1148936","1182958","1217914","1253831","1290741","1328672","1367629","1407619","1448677","1490842","1534141","1578670","1624427","1671233","1718837","1767099","1815983","1865686","1916611","1969295","2024163","2081380","2140957","2202966","2267433","2334388","2403805","2475726","2550307","2627739","2708095","2791403","2877431","2965667","3055425","3146164","3237713","3330037","3422901","3516077","3609420","3702763","3796141","",
"Mauritius","MUS","Population (Total)","SP.POP.TOTL","680756.8","700348.8","718860.8","736380.8","753000","768812.8","783916.8","798412.8","812404.8","826000","839230.4","852052.8","864819.2","878041.6","892000","906507.2","921379.2","936435.2","951419.2","966000","979133.046359608","990753.596982772","1000803.86535921","1009233.49908368","1016000","1024680","1032760","1040840.65313778","1048920.98159706","1058775","1070266","1084441","1097374","1112846","1122457","1133996","1148284","1160421","1175267","1186873","1199881","1210196","1222811","1233386","1243253","1252698","1260403","1268565","1275032","1280924","1286051","1291456","",
"Malawi","MWI","Population (Total)","SP.POP.TOTL","3607383","3693680","3783766","3877229","3973960","4073777","4177347","4286430","4403344","4529749","4666194","4812216","4967159","5129915","5299532","5478781","5668178","5862115","6052940","6236824","6403934","6559281","6731171","6958278","7264519","7667832","8150040","8655185","9105429","9447123","9657518","9759434","9800635","9851737","9964065","10153315","10404259","10700180","11012707","11321496","11623166","11926778","12238739","12569091","12924746","13307535","13713758","14138207","14573338","15013694","15457531","15906483","",
"Malaysia","MYS","Population (Total)","SP.POP.TOTL","8429369","8710678","8999247","9287442","9569784","9844116","10111920","10375877","10640347","10908634","11182078","11460080","11741849","12025930","12311782","12599655","12891715","13191699","13504433","13833739","14180093","14543585","14926976","15333369","15764340","16221767","16703500","17202032","17707064","18211097","18709963","19205112","19701410","20206546","20725374","21259831","21805835","22355057","22896048","23420751","23925742","24413795","24890654","25365089","25843466","26327098","26813819","27302348","27790324","28275835","28758968","29239927","",
"North America","NAC","Population (Total)","SP.POP.TOTL","202007500","205198600","208253700","211262900","214031100","216659000","219176000","221503000","223759000","226431000","229361135.167051","231943830.793762","234332207.508644","236681487.275934","239235000","241606200","244088400","246674600","249385800","251872670","254421050","256921449","259303930","261583423","263922898","266394382","268896849","271452347","274256841","277473326","281211702.963727","285092192.357511","288811320.360544","292297226.404126","295691746","299126029","302704697","306162843","309600485","312993944","316113359","319050105","321847258","324864038","327892753","331020509","334223612","337476901","340564080","343517896","346136355","348859337","",
"Namibia","NAM","Population (Total)","SP.POP.TOTL","617282","632658","648668","665297","682553","700316","718622","737802","758305","780386","804309","829806","855965","881530","905647","928228","949734","970569","991365","1012761","1034446","1056758","1081740","1112044","1149389","1194769","1247186","1303879","1360921","1415447","1466152","1513689","1559480","1605828","1654214","1705309","1757969","1809719","1857149","1897953","1931282","1958303","1981237","2003320","2027026","2052931","2080700","2110791","2143498","2178967","2217618","2259393","",
"New Caledonia","NCL","Population (Total)","SP.POP.TOTL","82656","85472","87784","89880","92000","94336","97032","100184","103840","108000","113610","119138","124330","128994","133000","136203","138442","140008","141414","143000","144000","144500","145400","150616","153000","154000","156751","159710","164200","168000","172167","176724","181696","187111","193000","197000","201642","205000","209214","213230","217324","221490","225735","230068","234393","238459","242400","243985","245580","249992","254024","258121","",
"Niger","NER","Population (Total)","SP.POP.TOTL","3429301","3525797","3626224","3729912","3836373","3945602","4057818","4173030","4291280","4412638","4537090","4664739","4795926","4931095","5070583","5214731","5363565","5516743","5673727","5834248","5998722","6167768","6341634","6520599","6705210","6895733","7093264","7300220","7519642","7753907","8004058","8270248","8552812","8851763","9167078","9499605","9849621","10215806","10596258","10989815","11396434","11817297","12254040","12708897","13183798","13679705","14197289","14737895","15302948","15893746","16511462","17157042","",
"Nigeria","NGA","Population (Total)","SP.POP.TOTL","46144154","47117859","48128461","49169820","50238570","51336376","52468594","53640549","54859202","56131845","57453735","58829321","60285455","61857025","63565601","65426979","67425439","69512236","71619219","73698099","75729574","77729805","79729313","81775217","83901572","86118046","88412920","90773617","93179760","95617350","98085373","100592242","103144749","105752796","108424827","111166210","113979481","116867371","119831888","122876727","126004992","129224641","132550146","135999250","139585891","143314909","147187353","151208080","155381020","159707780","164192925","168833776","",
"Nicaragua","NIC","Population (Total)","SP.POP.TOTL","1830304","1886504","1943602","2002244","2062932","2125773","2190718","2257923","2327542","2399677","2474312","2551425","2631065","2713287","2798048","2885281","2974713","3065820","3157930","3250470","3343536","3437017","3529935","3621067","3709708","3794923","3877325","3959636","4045623","4137788","4237154","4342319","4450371","4557125","4659458","4756631","4849272","4937320","5021079","5100920","5176685","5248577","5317878","5386299","5455219","5524927","5595533","5667983","5743329","5822209","5905146","5991733","",
"Netherlands","NLD","Population (Total)","SP.POP.TOTL","11638712","11805689","11965966","12127120","12294732","12456251","12598201","12729721","12877984","13038526","13194497","13328593","13439322","13545056","13666335","13774037","13856185","13941700","14038270","14149800","14247208","14312690","14367070","14424211","14491632","14572278","14665037","14760094","14848907","14951510","15069798","15184166","15290368","15382838","15459006","15530498","15610650","15707209","15812088","15925513","16046180","16148929","16225302","16281779","16319868","16346101","16381696","16445593","16530388","16615394","16693074","16767705","",
"High income: nonOECD","NOC","Population (Total)","SP.POP.TOTL","160055354.146776","162459854.003738","164869907.651736","167265879.438602","169666186","171311803.250021","173017500.683309","174709669.024224","176388839.331699","178133086","179916462.298526","181713978.508973","183580868.426415","185463395.066268","187437038.247069","189594462.781156","191802223.86814","194094133.747","196626933.282478","199106302.979735","201668398.894583","204206367.446123","206629076.237535","209255755.821359","211845382.673209","214304368.6","216748515.6","219105655.6","221323061.6","223164054","224375451","223619050","224765997","225668236","228176140","228741222","229280647","229926537","230342740","231379366","232444904.335128","233263862.295609","234042924.748596","235079558.208616","236306454","237751768","239612675","241787811","243871533","246254277","248059681","250285771","",
"Norway","NOR","Population (Total)","SP.POP.TOTL","3609800","3638918","3666537","3694339","3723168","3753012","3784539","3816486","3847707","3875763","3903039","3933004","3960612","3985258","4007313","4026152","4043205","4058671","4072517","4085620","4099702","4114787","4128432","4140099","4152516","4167354","4186905","4209488","4226901","4241473","4261732","4286401","4311991","4336613","4359184","4381336","4405157","4431464","4461913","4490967","4513751","4538159","4564855","4591910","4623291","4660677","4709153","4768212","4828726","4889252","4953088","5018869","",
"Nepal","NPL","Population (Total)","SP.POP.TOTL","9710150","9881783","10060686","10247834","10443932","10649467","10864396","11088215","11320100","11559455","11806296","12060891","12323203","12593223","12871016","13156441","13449680","13751522","14063010","14384864","14718228","15062998","15417207","15778051","16143975","16513244","16887696","17273606","17679536","18111200","18569445","19050879","19551500","20065413","20587157","21115271","21647305","22175431","22690158","23184177","23655119","24102862","24525527","24921910","25292058","25634043","25950022","26249412","26544943","26846016","27156367","27474377","",
"New Zealand","NZL","Population (Total)","SP.POP.TOTL","2419700","2482000","2531800","2585400","2628400","2675900","2724100","2748100","2772800","2810700","2853000","2903900","2961300","3023700","3083100","3110500","3120200","3121200","3109000","3112900","3124900","3156100","3199300","3227100","3247100","3246300","3274400","3283400","3299200","3329800","3495100","3531700","3572200","3620000","3673400","3732000","3781300","3815000","3835100","3857700","3880500","3948500","4027200","4087500","4133900","4184600","4228300","4268900","4315800","4367800","4405200","4433100","",
